index,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
4184,97,1,0,1,35,203.1,104,34.53,211.8,91,18.0,246.1,105,11.07,9.7,6,2.62,0
1985,122,1,0,1,37,163.0,107,27.71,312.8,118,26.59,200.0,85,9.0,11.6,5,3.13,1
199,137,1,1,0,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2
1906,78,1,0,0,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0
2482,97,1,0,0,0,209.2,134,35.56,0.0,0,0.0,175.4,94,7.89,11.8,6,3.19,1
353,163,1,0,0,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1
2822,159,1,0,0,0,169.8,114,28.87,197.7,105,16.8,193.7,82,8.72,11.6,4,3.13,1
3852,109,1,0,0,0,134.3,99,22.83,203.9,103,17.33,297.7,91,13.4,7.6,2,2.05,3
1970,106,1,0,0,0,212.9,110,36.19,187.0,69,15.9,128.1,71,5.76,6.3,3,1.7,3
1168,65,1,0,0,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4
4079,222,1,0,0,0,256.6,119,43.62,230.8,98,19.62,236.0,97,10.62,12.2,5,3.29,1
3247,194,0,0,1,42,203.7,109,34.63,192.9,125,16.4,318.0,81,14.31,10.8,16,2.92,3
3229,124,3,0,0,0,247.2,84,42.02,161.9,130,13.76,170.3,73,7.66,6.1,6,1.65,1
3502,150,0,0,0,0,150.9,92,25.65,191.0,106,16.24,223.6,107,10.06,8.3,4,2.24,5
805,107,1,0,0,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3
3460,91,3,0,1,39,160.8,97,27.34,119.3,54,10.14,147.9,101,6.66,10.3,3,2.78,3
4105,43,0,0,1,39,198.5,104,33.75,163.1,107,13.86,212.2,125,9.55,10.8,2,2.92,1
3967,112,1,1,0,0,217.6,110,36.99,195.7,105,16.63,178.8,106,8.05,10.4,8,2.81,2
3216,100,3,0,0,0,222.1,115,37.76,245.0,130,20.83,129.3,119,5.82,8.1,2,2.19,2
2047,68,1,0,0,0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,1
2784,139,1,0,1,43,231.0,85,39.27,222.3,82,18.9,148.0,105,6.66,8.3,5,2.24,2
2052,59,3,0,0,0,195.0,58,33.15,198.5,88,16.87,304.3,110,13.69,14.8,9,4.0,0
1434,96,1,0,1,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2
1381,68,3,0,0,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2
2827,68,1,0,0,0,231.1,57,39.29,153.4,55,13.04,191.3,123,8.61,9.6,4,2.59,3
2998,92,0,0,0,0,185.8,61,31.59,118.1,131,10.04,257.5,70,11.59,11.8,4,3.19,1
3142,137,1,0,0,0,84.3,98,14.33,259.5,115,22.06,197.5,115,8.89,10.3,2,2.78,2
729,42,0,0,0,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4.0,7,1.08,0
261,128,0,0,0,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0
2558,123,1,0,1,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2
2829,184,3,1,0,0,213.8,105,36.35,159.6,84,13.57,139.2,137,6.26,5.0,10,1.35,2
1520,107,1,0,0,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0
4028,83,1,0,0,0,195.2,101,33.18,188.7,38,16.04,270.0,91,12.15,11.4,3,3.08,0
2204,73,0,0,0,0,122.0,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1
1255,103,3,0,0,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0
4245,83,1,0,0,0,188.3,70,32.01,243.8,88,20.72,213.7,79,9.62,10.3,6,2.78,0
2805,58,1,0,1,22,224.1,127,38.1,238.8,85,20.3,174.2,86,7.84,11.5,7,3.11,2
2737,27,3,0,0,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,15.0,6,4.05,5
939,47,1,0,0,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3
1524,124,1,0,0,0,194.0,103,32.98,241.0,116,20.49,227.5,153,10.24,11.9,5,3.21,0
4222,117,1,0,0,0,212.1,133,36.06,276.6,94,23.51,195.5,124,8.8,9.5,3,2.57,2
1964,148,0,0,1,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3
1815,43,1,0,0,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1
39,97,1,0,1,24,133.2,135,22.64,217.2,58,18.46,70.6,79,3.18,11.0,3,2.97,1
396,99,0,0,0,0,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2
444,190,1,0,1,22,166.5,93,28.31,183.0,92,15.56,121.0,102,5.44,8.5,3,2.3,0
1003,98,1,0,0,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4
2914,40,1,1,1,21,147.4,117,25.06,262.8,110,22.34,202.0,97,9.09,10.9,5,2.94,0
2975,156,3,0,0,0,189.4,114,32.2,145.7,96,12.38,192.8,121,8.68,4.5,13,1.22,0
725,155,3,0,0,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3
3176,44,3,0,1,25,152.9,106,25.99,205.5,147,17.47,247.3,107,11.13,8.0,5,2.16,1
3080,42,0,0,1,16,240.8,80,40.94,212.6,121,18.07,271.7,138,12.23,9.4,4,2.54,1
963,122,1,0,0,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3
1947,118,1,0,1,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0
3631,94,1,0,1,31,209.3,90,35.58,281.7,111,23.94,190.1,66,8.55,7.9,5,2.13,0
4043,61,3,0,0,0,88.1,60,14.98,129.7,108,11.02,169.0,87,7.61,13.3,4,3.59,2
3977,97,1,0,0,0,87.1,110,14.81,202.1,110,17.18,137.9,89,6.21,14.4,4,3.89,2
2479,170,3,0,0,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2
3431,73,1,0,1,33,129.8,112,22.07,225.3,96,19.15,262.5,104,11.81,8.6,3,2.32,1
679,156,3,0,0,0,123.7,96,21.03,103.0,80,8.76,189.4,82,8.52,13.1,4,3.54,1
494,39,0,0,0,0,160.4,68,27.27,102.6,103,8.72,235.3,106,10.59,9.1,5,2.46,2
193,92,1,1,0,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1
596,115,3,1,0,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1
1480,66,1,0,1,35,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0
1879,103,3,1,0,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3
2856,90,1,0,1,30,191.3,104,32.52,257.1,109,21.85,177.7,89,8.0,11.0,1,2.97,1
2979,71,1,0,1,49,174.0,122,29.58,168.6,85,14.33,132.1,120,5.94,7.8,4,2.11,1
1333,120,1,0,1,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0
739,42,0,0,0,0,146.3,84,24.87,255.9,113,21.75,45.0,117,2.03,8.0,12,2.16,1
3090,78,3,0,0,0,131.6,102,22.37,290.4,134,24.68,190.5,95,8.57,0.0,0,0.0,3
3359,101,0,1,1,35,181.0,88,30.77,222.5,113,18.91,217.8,103,9.8,11.1,3,3.0,1
1897,66,3,0,1,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3
406,130,1,0,0,0,150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32,1
1832,126,0,1,0,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2
3576,118,1,0,0,0,77.6,113,13.19,126.9,75,10.79,191.0,79,8.59,14.9,4,4.02,1
1598,146,1,0,0,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3
936,98,0,0,0,0,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1
3733,137,3,0,0,0,203.1,97,34.53,132.0,76,11.22,250.9,94,11.29,9.2,4,2.48,4
4018,127,1,0,1,29,136.1,146,23.14,302.6,105,25.72,163.1,116,7.34,18.5,2,5.0,2
1199,99,3,0,0,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0
2265,152,0,0,0,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2
4174,89,3,0,0,0,86.0,105,14.62,215.5,102,18.32,185.7,83,8.36,8.2,3,2.21,3
105,162,1,0,0,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4
3371,65,0,0,0,0,244.5,72,41.57,206.2,88,17.53,299.8,110,13.49,7.6,1,2.05,5
2215,69,1,0,1,37,155.0,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1
833,70,3,0,0,0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0
556,101,1,0,1,33,200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,15.5,4,4.19,0
37,65,1,0,0,0,211.3,120,35.92,162.6,122,13.82,134.7,118,6.06,13.2,5,3.56,3
2122,143,0,0,1,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1
476,110,0,0,0,0,149.8,112,25.47,180.0,93,15.3,140.0,119,6.3,11.7,4,3.16,2
2666,104,1,0,0,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10.0,4,2.7,3
1150,51,3,0,0,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0
3161,98,1,0,0,0,162.5,81,27.63,159.2,114,13.53,157.2,97,7.07,9.7,1,2.62,2
2494,95,1,0,0,0,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,14.0,2,3.78,0
4186,52,3,0,0,0,207.1,86,35.21,162.0,98,13.77,243.0,102,10.93,6.0,1,1.62,1
896,134,0,0,0,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1
2603,51,1,0,0,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10.0,3,2.7,2
962,95,0,0,1,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0
3751,92,3,0,0,0,222.4,105,37.81,164.0,129,13.94,233.3,113,10.5,9.9,8,2.67,1
3307,108,1,0,0,0,221.8,105,37.71,108.2,107,9.2,207.1,87,9.32,12.1,3,3.27,2
960,155,0,0,0,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2
2413,119,1,1,1,32,173.0,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0
3689,26,3,0,0,0,150.0,63,25.5,225.0,90,19.13,202.3,99,9.1,9.2,5,2.48,3
3262,61,1,0,0,0,234.6,126,39.88,200.7,76,17.06,171.1,81,7.7,8.1,2,2.19,0
1008,155,0,0,1,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1
3105,81,3,0,0,0,263.8,84,44.85,162.8,107,13.84,149.7,94,6.74,8.7,6,2.35,2
414,93,1,1,0,0,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1
2730,88,0,0,0,0,153.5,94,26.1,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3,1
3705,119,1,0,0,0,226.6,126,38.52,143.6,107,12.21,94.9,123,4.27,12.1,5,3.27,1
2643,83,0,0,0,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0
56,150,3,0,0,0,178.9,101,30.41,169.1,110,14.37,148.6,100,6.69,13.8,3,3.73,4
4179,38,1,1,0,0,211.6,87,35.97,106.9,68,9.09,239.2,99,10.76,14.1,11,3.81,0
45,141,1,0,0,0,126.9,98,21.57,180.0,62,15.3,140.8,128,6.34,8.0,2,2.16,1
2876,83,3,0,0,0,129.6,81,22.03,189.7,117,16.12,219.0,118,9.86,9.8,4,2.65,2
2364,76,3,0,0,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1
2601,113,3,0,0,0,72.5,88,12.33,204.0,112,17.34,117.9,118,5.31,6.6,3,1.78,1
3226,125,1,0,1,25,190.1,133,32.32,181.1,61,15.39,104.0,110,4.68,12.5,3,3.38,2
3062,49,0,1,1,32,176.9,118,30.07,227.0,121,19.3,204.4,115,9.2,15.1,3,4.08,3
439,100,3,1,0,0,68.5,110,11.65,337.1,115,28.65,205.2,99,9.23,12.1,9,3.27,0
80,73,1,0,0,0,160.1,110,27.22,213.3,72,18.13,174.1,72,7.83,13.0,4,3.51,0
2579,147,1,0,0,0,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3
3303,119,0,0,0,0,215.1,105,36.57,249.4,104,21.2,249.9,83,11.25,10.8,8,2.92,2
1898,104,3,0,0,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0
290,83,1,0,1,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3
1206,127,1,1,1,28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1
332,96,0,0,1,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1
4201,175,3,0,0,0,161.2,121,27.4,136.7,109,11.62,103.3,63,4.65,9.6,9,2.59,1
3835,166,1,0,0,0,238.6,117,40.56,242.8,73,20.64,203.3,130,9.15,10.0,8,2.7,4
652,112,1,1,0,0,161.9,138,27.52,200.9,114,17.08,134.0,134,6.03,10.7,4,2.89,1
1435,144,3,0,0,0,278.5,95,47.35,240.7,90,20.46,120.0,90,5.4,11.6,5,3.13,1
687,92,3,0,1,16,184.0,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2
2406,112,1,0,0,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2
3174,102,0,0,0,0,245.4,82,41.72,260.3,124,22.13,195.1,82,8.78,10.5,3,2.84,3
3639,105,0,1,0,0,274.0,156,46.58,263.0,69,22.36,195.9,93,8.82,11.3,3,3.05,3
2262,155,0,0,1,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0
1125,101,0,0,0,0,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,3
4165,51,0,0,1,0,212.9,80,36.19,236.1,57,20.07,187.6,99,8.44,8.8,4,2.38,2
4211,115,1,0,0,0,211.1,112,35.89,227.8,113,19.36,179.6,110,8.08,7.2,2,1.94,0
682,75,1,0,0,0,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2
64,144,0,0,0,0,61.6,117,10.47,77.1,85,6.55,173.0,99,7.79,8.2,7,2.21,4
4086,47,1,0,0,0,111.3,92,18.92,109.4,108,9.3,116.9,80,5.26,10.8,8,2.92,1
1961,61,1,0,1,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3
527,121,0,0,0,0,150.7,105,25.62,197.3,133,16.77,169.0,116,7.61,9.2,15,2.48,1
3714,101,1,0,1,39,147.2,105,25.02,168.8,96,14.35,165.3,118,7.44,13.0,4,3.51,1
3569,69,1,0,0,0,111.7,86,18.99,187.5,68,15.94,194.8,128,8.77,11.6,10,3.13,2
345,128,0,0,1,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16.0,6,4.32,1
783,130,1,0,0,0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1
104,85,0,0,0,0,201.4,52,34.24,229.4,104,19.5,252.5,106,11.36,12.0,3,3.24,1
55,126,0,0,0,0,211.6,70,35.97,216.9,80,18.44,153.5,60,6.91,7.8,1,2.11,1
2895,137,1,0,0,0,144.5,119,24.57,167.3,89,14.22,175.1,76,7.88,6.1,4,1.65,5
1695,28,1,0,0,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3
3027,122,1,0,0,0,126.0,89,21.42,147.0,95,12.5,280.2,97,12.61,5.6,4,1.51,0
3752,133,1,0,0,0,113.3,137,19.26,160.2,103,13.62,228.8,98,10.3,10.1,7,2.73,2
2953,104,1,0,0,0,139.7,112,23.75,199.8,127,16.98,189.3,104,8.52,10.3,2,2.78,2
667,135,1,0,1,22,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,2
2588,112,3,0,0,0,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3
4195,30,0,0,0,0,112.9,81,19.19,224.8,68,19.11,188.4,122,8.48,11.3,7,3.05,4
3880,98,1,0,0,0,243.4,88,41.38,147.1,155,12.5,156.4,80,7.04,9.7,4,2.62,2
2179,58,1,0,0,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2
205,33,1,0,1,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4
713,136,0,1,0,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3
4175,71,0,0,1,24,139.8,58,23.77,253.8,110,21.57,252.8,113,11.38,11.1,6,3.0,1
1471,23,3,0,0,0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1
2148,95,3,0,0,0,174.0,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0
4070,109,1,0,1,39,86.4,69,14.69,189.1,108,16.07,225.4,119,10.14,4.8,4,1.3,2
965,99,0,0,0,0,95.4,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,5,1.51,1
510,79,3,0,0,0,130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14.0,6,3.78,3
1976,124,3,0,0,0,143.3,120,24.36,230.7,111,19.61,214.3,91,9.64,7.8,2,2.11,4
3929,85,1,0,0,0,195.7,104,33.27,182.9,121,15.55,324.7,110,14.61,8.6,9,2.32,0
722,58,1,0,0,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1
2004,71,1,0,1,31,115.4,90,19.62,217.4,78,18.48,239.9,102,10.8,13.1,4,3.54,1
4049,101,3,0,0,0,195.8,105,33.29,184.5,109,15.68,172.0,128,7.74,11.8,2,3.19,2
1872,112,1,1,1,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1
3149,115,1,1,0,0,147.7,105,25.11,184.1,68,15.65,153.5,102,6.91,12.7,5,3.43,0
3481,101,1,1,0,0,92.1,109,15.66,163.0,83,13.86,133.3,102,6.0,9.7,11,2.62,2
1235,80,1,0,0,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3
3436,95,3,0,0,0,135.2,93,22.98,285.9,123,24.3,228.1,112,10.26,10.0,2,2.7,3
1713,159,1,0,1,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2
3383,150,1,0,1,24,195.7,108,33.27,208.8,110,17.75,177.0,84,7.97,11.7,2,3.16,2
2,84,0,1,0,0,299.4,71,50.9,61.9,88,5.26,196.9,89,8.86,6.6,7,1.78,2
1451,100,3,0,0,0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1
2457,61,1,0,1,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,2
779,74,3,1,0,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1
3533,36,1,1,1,19,171.9,96,29.22,198.4,111,16.86,321.7,76,14.48,10.5,1,2.84,1
1580,69,0,0,0,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0
3622,158,1,0,0,0,123.3,115,20.96,130.4,91,11.08,243.7,119,10.97,11.2,3,3.02,3
1590,140,3,0,1,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1
3711,222,0,0,1,34,218.5,89,37.15,160.7,76,13.66,181.6,76,8.17,4.9,5,1.32,4
1911,119,3,0,0,0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1
2764,171,1,0,0,0,137.5,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2
357,46,3,0,0,0,250.3,100,42.55,260.6,90,22.15,195.0,104,8.78,13.3,2,3.59,2
309,32,1,0,0,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4.0,2
1638,108,1,1,1,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3
234,48,1,0,1,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1
3451,78,1,0,0,0,211.4,105,35.94,249.9,77,21.24,199.6,129,8.98,9.3,2,2.51,2
3799,112,1,1,0,0,195.7,123,33.27,141.9,124,12.06,136.4,72,6.14,7.9,6,2.13,1
2272,145,0,0,0,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1
1157,162,0,0,0,0,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,3,3.13,1
2742,112,1,0,0,0,166.0,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0
3263,137,1,0,0,0,115.5,101,19.64,226.2,81,19.23,179.1,123,8.06,13.6,4,3.67,0
274,158,3,0,0,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0
3092,166,0,0,1,41,196.7,109,33.44,124.3,107,10.57,198.3,94,8.92,11.0,5,2.97,5
1193,232,0,0,0,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1
3756,102,3,0,0,0,143.7,82,24.43,170.9,83,14.53,310.9,112,13.99,9.8,1,2.65,2
3037,69,0,0,1,38,272.9,122,46.39,188.4,97,16.01,132.4,87,5.96,10.5,3,2.84,2
3434,112,0,0,0,0,135.7,34,23.07,243.0,99,20.66,209.3,115,9.42,12.2,8,3.29,1
3900,41,0,1,1,31,278.1,86,47.28,268.1,103,22.79,241.5,77,10.87,11.3,4,3.05,0
255,112,3,0,0,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0
2384,130,1,0,0,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1
3404,105,0,0,0,0,141.8,85,24.11,191.3,101,16.26,133.6,126,6.01,10.9,3,2.94,1
2682,52,1,0,0,0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11.0,5,2.97,1
513,163,1,0,0,0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,1
1611,174,0,0,1,33,167.8,91,28.53,205.3,91,17.45,130.0,132,5.85,14.5,4,3.92,4
3438,42,3,0,0,0,160.2,103,27.23,159.8,116,13.58,255.7,87,11.51,12.9,3,3.48,1
2791,78,1,0,0,0,109.5,105,18.62,286.1,90,24.32,247.6,113,11.14,4.9,9,1.32,1
951,64,0,0,0,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,5
2867,70,1,0,0,0,169.1,48,28.75,219.8,62,18.68,193.5,105,8.71,10.7,8,2.89,3
2369,52,3,1,0,0,251.4,118,42.74,196.6,80,16.71,192.0,53,8.64,11.0,2,2.97,0
1301,102,1,0,0,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,5,2.78,1
2660,58,3,0,0,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3
2082,19,1,0,0,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1
2899,137,0,0,0,0,75.8,107,12.89,256.9,98,21.84,204.4,118,9.2,10.5,3,2.84,2
1326,127,1,0,1,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1
3394,118,0,0,0,0,232.4,92,39.51,191.0,68,16.24,213.0,138,9.58,7.7,4,2.08,1
1826,96,0,0,0,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1
2092,105,1,0,0,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4
3682,106,1,0,0,0,222.1,123,37.76,276.8,92,23.53,213.5,99,9.61,9.0,3,2.43,0
1363,104,1,1,0,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,4,2.97,0
3159,109,1,0,0,0,195.4,104,33.22,204.9,91,17.42,230.2,95,10.36,14.0,4,3.78,0
1884,58,1,0,0,0,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2
235,145,0,0,1,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2
3669,76,3,0,0,0,293.8,94,49.95,169.6,62,14.42,160.4,103,7.22,13.7,9,3.7,0
579,156,1,0,0,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1
3506,74,0,0,0,0,286.9,113,48.77,260.8,121,22.17,137.1,94,6.17,12.6,6,3.4,0
3934,15,1,0,0,0,185.1,103,31.47,193.8,148,16.47,305.2,79,13.73,13.2,6,3.56,5
4236,137,0,0,0,0,151.8,90,25.81,229.6,68,19.52,171.8,122,7.73,10.8,5,2.92,2
349,100,1,0,0,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0
1119,2,1,1,0,0,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2
615,91,1,1,0,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2
3738,70,0,0,0,0,176.5,85,30.01,119.2,93,10.13,227.7,90,10.25,8.7,5,2.35,1
708,96,1,0,0,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1
2881,111,1,0,0,0,304.6,56,51.78,157.6,101,13.4,188.2,116,8.47,12.4,1,3.35,1
450,26,1,0,0,0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,6,0.95,3
4231,53,3,1,0,0,145.0,80,24.65,228.4,82,19.41,169.4,109,7.62,8.9,5,2.4,0
2776,62,1,0,0,0,86.3,84,14.67,238.7,99,20.29,238.4,79,10.73,12.5,1,3.38,2
969,116,0,0,0,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1
3098,79,0,0,1,27,192.3,125,32.69,147.3,108,12.52,215.0,97,9.67,7.8,4,2.11,1
3520,99,0,0,1,12,119.9,83,20.38,237.7,98,20.2,187.6,159,8.44,16.6,2,4.48,1
4203,114,3,1,1,28,136.4,93,23.19,170.0,90,14.45,191.5,73,8.62,14.6,4,3.94,2
2562,64,1,1,0,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3
628,90,1,0,0,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2
13,85,0,0,1,27,196.4,139,33.39,280.9,90,23.88,89.3,75,4.02,13.8,4,3.73,1
811,93,1,0,0,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0
